"valor","unidade_da_federacao","ano","cor_ou_raca","religiao"
2157,"Paraná","2010","Parda","Religiões Afro-brasileiras"
1437,"Paraná","2010","Parda","Outras Religiões"
720,"Paraná","2010","Parda","Outras Religiões"
252,"Paraná","2010","Parda","Outras Religiões"
40,"Paraná","2010","Parda","Outras Religiões"
1489,"Paraná","2010","Parda","Outras Religiões"
871,"Paraná","2010","Parda","Outras Religiões"
721,"Paraná","2010","Parda","Outras Religiões"
151,"Paraná","2010","Parda","Outras Religiões"
68,"Paraná","2010","Parda","Outras Religiões"
951,"Paraná","2010","Parda","Outras Religiões"
404,"Paraná","2010","Parda","Outras Religiões"
125,"Paraná","2010","Parda","Outras Religiões"
162,"Paraná","2010","Parda","Outras Religiões"
151115,"Paraná","2010","Parda","Sem religião"
143099,"Paraná","2010","Parda","Sem religião"
7330,"Paraná","2010","Parda","Sem religião"
685,"Paraná","2010","Parda","Sem religião"
11174,"Paraná","2010","Parda","Outras Religiões"
10594,"Paraná","2010","Parda","Outras Religiões"
580,"Paraná","2010","Parda","Outras Religiões"
2461,"Paraná","2010","Parda","Outras Religiões"
48,"Paraná","2010","Parda","Outras Religiões"
16411,"Paraná","2010","Indígena","Católica"
55,"Paraná","2010","Indígena","Católica"
5270,"Paraná","2010","Indígena","Outras Religiões"
574,"Paraná","2010","Indígena","Evangélica de Missão"
59,"Paraná","2010","Indígena","Evangélica de Missão"
158,"Paraná","2010","Indígena","Evangélica de Missão"
8,"Paraná","2010","Indígena","Evangélica de Missão"
143,"Paraná","2010","Indígena","Evangélica de Missão"
206,"Paraná","2010","Indígena","Evangélica de Missão"
3655,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
1031,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
733,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
19,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
438,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
174,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
77,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
210,"Paraná","2010","Indígena","Evangélica de origem pentecostal"
10,"Paraná","2010","Indígena","Outras Religiões"
64,"Paraná","2010","Indígena","Outras Religiões"
899,"Paraná","2010","Indígena","Outras Religiões"
1041,"Paraná","2010","Indígena","Outras Religiões"
448,"Paraná","2010","Indígena","Outras Religiões"
36,"Paraná","2010","Indígena","Outras cristãs"
139,"Paraná","2010","Indígena","Outras cristãs"
141,"Paraná","2010","Indígena","Outras Religiões"
32,"Paraná","2010","Indígena","Religiões Afro-brasileiras"
32,"Paraná","2010","Indígena","Outras Religiões"
19,"Paraná","2010","Indígena","Outras Religiões"
24,"Paraná","2010","Indígena","Outras Religiões"
21,"Paraná","2010","Indígena","Outras Religiões"
3,"Paraná","2010","Indígena","Outras Religiões"
17,"Paraná","2010","Indígena","Outras Religiões"
1449,"Paraná","2010","Indígena","Outras Religiões"
1547,"Paraná","2010","Indígena","Sem religião"
1517,"Paraná","2010","Indígena","Sem religião"
30,"Paraná","2010","Indígena","Sem religião"
186,"Paraná","2010","Indígena","Outras Religiões"
186,"Paraná","2010","Indígena","Outras Religiões"
15,"Paraná","2010","Indígena","Outras Religiões"
307,"Paraná","2010","Sem declaração","Outras Religiões"
3878884,"Santa Catarina","2010","Branca","Católica"
8596,"Santa Catarina","2010","Branca","Católica"
3646,"Santa Catarina","2010","Branca","Católica"
1012694,"Santa Catarina","2010","Branca","Outras Religiões"
282392,"Santa Catarina","2010","Branca","Evangélica de Missão"
206122,"Santa Catarina","2010","Branca","Evangélica de Missão"
10365,"Santa Catarina","2010","Branca","Evangélica de Missão"
1567,"Santa Catarina","2010","Branca","Evangélica de Missão"
26342,"Santa Catarina","2010","Branca","Evangélica de Missão"
633,"Santa Catarina","2010","Branca","Evangélica de Missão"
35595,"Santa Catarina","2010","Branca","Evangélica de Missão"
1768,"Santa Catarina","2010","Branca","Outras Religiões"
519269,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
274393,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
21627,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
2993,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
85037,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
24097,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
1085,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
15258,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
1440,"Santa Catarina","2010","Branca","Evangélica de origem pentecostal"
437,"Santa Catarina","2010","Branca","Outras Religiões"
313,"Santa Catarina","2010","Branca","Outras Religiões"
2596,"Santa Catarina","2010","Branca","Outras Religiões"
89993,"Santa Catarina","2010","Branca","Outras Religiões"
211033,"Santa Catarina","2010","Branca","Outras Religiões"
14300,"Santa Catarina","2010","Branca","Outras Religiões"
5530,"Santa Catarina","2010","Branca","Outras cristãs"
38554,"Santa Catarina","2010","Branca","Outras cristãs"
1616,"Santa Catarina","2010","Branca","Outras Religiões"
87776,"Santa Catarina","2010","Branca","Outras Religiões"
6911,"Santa Catarina","2010","Branca","Religiões Afro-brasileiras"
6221,"Santa Catarina","2010","Branca","Outras Religiões"
599,"Santa Catarina","2010","Branca","Outras Religiões"
91,"Santa Catarina","2010","Branca","Religiões Afro-brasileiras"
993,"Santa Catarina","2010","Branca","Outras Religiões"
189,"Santa Catarina","2010","Branca","Outras Religiões"
2381,"Santa Catarina","2010","Branca","Outras Religiões"
2119,"Santa Catarina","2010","Branca","Outras Religiões"
1558,"Santa Catarina","2010","Branca","Outras Religiões"
561,"Santa Catarina","2010","Branca","Outras Religiões"
232,"Santa Catarina","2010","Branca","Outras Religiões"
619,"Santa Catarina","2010","Branca","Outras Religiões"
1357,"Santa Catarina","2010","Branca","Outras Religiões"
344,"Santa Catarina","2010","Branca","Outras Religiões"
140,"Santa Catarina","2010","Branca","Outras Religiões"
159169,"Santa Catarina","2010","Branca","Sem religião"
141189,"Santa Catarina","2010","Branca","Sem religião"
14751,"Santa Catarina","2010","Branca","Sem religião"
3229,"Santa Catarina","2010","Branca","Sem religião"
10441,"Santa Catarina","2010","Branca","Outras Religiões"
10313,"Santa Catarina","2010","Branca","Outras Religiões"
129,"Santa Catarina","2010","Branca","Outras Religiões"
2037,"Santa Catarina","2010","Branca","Outras Religiões"
1010,"Santa Catarina","2010","Branca","Outras Religiões"
119519,"Santa Catarina","2010","Preta","Católica"
514,"Santa Catarina","2010","Preta","Católica"
119,"Santa Catarina","2010","Preta","Católica"
40993,"Santa Catarina","2010","Preta","Outras Religiões"
3291,"Santa Catarina","2010","Preta","Evangélica de Missão"
846,"Santa Catarina","2010","Preta","Evangélica de Missão"
283,"Santa Catarina","2010","Preta","Evangélica de Missão"
59,"Santa Catarina","2010","Preta","Evangélica de Missão"
1043,"Santa Catarina","2010","Preta","Evangélica de Missão"
8,"Santa Catarina","2010","Preta","Evangélica de Missão"
1040,"Santa Catarina","2010","Preta","Evangélica de Missão"
12,"Santa Catarina","2010","Preta","Outras Religiões"
27608,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
13886,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
914,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
300,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
4732,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
1559,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
252,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
1011,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
34,"Santa Catarina","2010","Preta","Evangélica de origem pentecostal"
67,"Santa Catarina","2010","Preta","Outras Religiões"
10,"Santa Catarina","2010","Preta","Outras Religiões"
55,"Santa Catarina","2010","Preta","Outras Religiões"
4788,"Santa Catarina","2010","Preta","Outras Religiões"
10093,"Santa Catarina","2010","Preta","Outras Religiões"
826,"Santa Catarina","2010","Preta","Outras Religiões"
228,"Santa Catarina","2010","Preta","Outras cristãs"
1217,"Santa Catarina","2010","Preta","Outras cristãs"
10,"Santa Catarina","2010","Preta","Outras Religiões"
3416,"Santa Catarina","2010","Preta","Outras Religiões"
1495,"Santa Catarina","2010","Preta","Religiões Afro-brasileiras"
1259,"Santa Catarina","2010","Preta","Outras Religiões"
227,"Santa Catarina","2010","Preta","Outras Religiões"
9,"Santa Catarina","2010","Preta","Religiões Afro-brasileiras"
145,"Santa Catarina","2010","Preta","Outras Religiões"
87,"Santa Catarina","2010","Preta","Outras Religiões"
73,"Santa Catarina","2010","Preta","Outras Religiões"
14,"Santa Catarina","2010","Preta","Outras Religiões"
42,"Santa Catarina","2010","Preta","Outras Religiões"
20,"Santa Catarina","2010","Preta","Outras Religiões"
10,"Santa Catarina","2010","Preta","Outras Religiões"
9183,"Santa Catarina","2010","Preta","Sem religião"
8547,"Santa Catarina","2010","Preta","Sem religião"
515,"Santa Catarina","2010","Preta","Sem religião"
122,"Santa Catarina","2010","Preta","Sem religião"
341,"Santa Catarina","2010","Preta","Outras Religiões"
341,"Santa Catarina","2010","Preta","Outras Religiões"
211,"Santa Catarina","2010","Preta","Outras Religiões"
92,"Santa Catarina","2010","Preta","Outras Religiões"
17697,"Santa Catarina","2010","Amarela","Católica"
50,"Santa Catarina","2010","Amarela","Católica"
49,"Santa Catarina","2010","Amarela","Católica"
4894,"Santa Catarina","2010","Amarela","Outras Religiões"
696,"Santa Catarina","2010","Amarela","Evangélica de Missão"
302,"Santa Catarina","2010","Amarela","Evangélica de Missão"
25,"Santa Catarina","2010","Amarela","Evangélica de Missão"
160,"Santa Catarina","2010","Amarela","Evangélica de Missão"
195,"Santa Catarina","2010","Amarela","Evangélica de Missão"
14,"Santa Catarina","2010","Amarela","Outras Religiões"
3172,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
1542,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
142,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
14,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
863,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
161,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
8,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
31,"Santa Catarina","2010","Amarela","Evangélica de origem pentecostal"
410,"Santa Catarina","2010","Amarela","Outras Religiões"
1026,"Santa Catarina","2010","Amarela","Outras Religiões"
134,"Santa Catarina","2010","Amarela","Outras Religiões"
18,"Santa Catarina","2010","Amarela","Outras cristãs"
160,"Santa Catarina","2010","Amarela","Outras cristãs"
9,"Santa Catarina","2010","Amarela","Outras Religiões"
399,"Santa Catarina","2010","Amarela","Outras Religiões"
12,"Santa Catarina","2010","Amarela","Religiões Afro-brasileiras"
12,"Santa Catarina","2010","Amarela","Outras Religiões"
386,"Santa Catarina","2010","Amarela","Outras Religiões"
42,"Santa Catarina","2010","Amarela","Outras Religiões"
14,"Santa Catarina","2010","Amarela","Outras Religiões"
28,"Santa Catarina","2010","Amarela","Outras Religiões"
3,"Santa Catarina","2010","Amarela","Outras Religiões"
34,"Santa Catarina","2010","Amarela","Outras Religiões"
1708,"Santa Catarina","2010","Amarela","Sem religião"
1537,"Santa Catarina","2010","Amarela","Sem religião"
144,"Santa Catarina","2010","Amarela","Sem religião"
27,"Santa Catarina","2010","Amarela","Sem religião"
89,"Santa Catarina","2010","Amarela","Outras Religiões"
89,"Santa Catarina","2010","Amarela","Outras Religiões"
9,"Santa Catarina","2010","Amarela","Outras Religiões"
31,"Santa Catarina","2010","Amarela","Outras Religiões"
541204,"Santa Catarina","2010","Parda","Católica"
1611,"Santa Catarina","2010","Parda","Católica"
466,"Santa Catarina","2010","Parda","Católica"
188500,"Santa Catarina","2010","Parda","Outras Religiões"
17413,"Santa Catarina","2010","Parda","Evangélica de Missão"
5841,"Santa Catarina","2010","Parda","Evangélica de Missão"
1098,"Santa Catarina","2010","Parda","Evangélica de Missão"
227,"Santa Catarina","2010","Parda","Evangélica de Missão"
4637,"Santa Catarina","2010","Parda","Evangélica de Missão"
61,"Santa Catarina","2010","Parda","Evangélica de Missão"
5435,"Santa Catarina","2010","Parda","Evangélica de Missão"
113,"Santa Catarina","2010","Parda","Outras Religiões"
131530,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
67252,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
5678,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
1276,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
20338,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
5663,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
636,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
7459,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
235,"Santa Catarina","2010","Parda","Evangélica de origem pentecostal"
166,"Santa Catarina","2010","Parda","Outras Religiões"
1,"Santa Catarina","2010","Parda","Outras Religiões"
279,"Santa Catarina","2010","Parda","Outras Religiões"
22547,"Santa Catarina","2010","Parda","Outras Religiões"
39557,"Santa Catarina","2010","Parda","Outras Religiões"
2724,"Santa Catarina","2010","Parda","Outras Religiões"
1144,"Santa Catarina","2010","Parda","Outras cristãs"
6128,"Santa Catarina","2010","Parda","Outras cristãs"
304,"Santa Catarina","2010","Parda","Outras Religiões"
7239,"Santa Catarina","2010","Parda","Outras Religiões"
1610,"Santa Catarina","2010","Parda","Religiões Afro-brasileiras"
1412,"Santa Catarina","2010","Parda","Outras Religiões"
189,"Santa Catarina","2010","Parda","Outras Religiões"
9,"Santa Catarina","2010","Parda","Religiões Afro-brasileiras"
43,"Santa Catarina","2010","Parda","Outras Religiões"
72,"Santa Catarina","2010","Parda","Outras Religiões"
313,"Santa Catarina","2010","Parda","Outras Religiões"
265,"Santa Catarina","2010","Parda","Outras Religiões"
209,"Santa Catarina","2010","Parda","Outras Religiões"
56,"Santa Catarina","2010","Parda","Outras Religiões"
62,"Santa Catarina","2010","Parda","Outras Religiões"
110,"Santa Catarina","2010","Parda","Outras Religiões"
134,"Santa Catarina","2010","Parda","Outras Religiões"
49,"Santa Catarina","2010","Parda","Outras Religiões"
32,"Santa Catarina","2010","Parda","Outras Religiões"
33068,"Santa Catarina","2010","Parda","Sem religião"
30399,"Santa Catarina","2010","Parda","Sem religião"
2402,"Santa Catarina","2010","Parda","Sem religião"
267,"Santa Catarina","2010","Parda","Sem religião"
2241,"Santa Catarina","2010","Parda","Outras Religiões"
2174,"Santa Catarina","2010","Parda","Outras Religiões"
67,"Santa Catarina","2010","Parda","Outras Religiões"
409,"Santa Catarina","2010","Parda","Outras Religiões"
173,"Santa Catarina","2010","Parda","Outras Religiões"
8489,"Santa Catarina","2010","Indígena","Católica"
62,"Santa Catarina","2010","Indígena","Católica"
2,"Santa Catarina","2010","Indígena","Católica"
5414,"Santa Catarina","2010","Indígena","Outras Religiões"
297,"Santa Catarina","2010","Indígena","Evangélica de Missão"
77,"Santa Catarina","2010","Indígena","Evangélica de Missão"
5,"Santa Catarina","2010","Indígena","Evangélica de Missão"
153,"Santa Catarina","2010","Indígena","Evangélica de Missão"
62,"Santa Catarina","2010","Indígena","Evangélica de Missão"
4190,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
2667,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
73,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
20,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
340,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
48,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
1,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
86,"Santa Catarina","2010","Indígena","Evangélica de origem pentecostal"
954,"Santa Catarina","2010","Indígena","Outras Religiões"
927,"Santa Catarina","2010","Indígena","Outras Religiões"
67,"Santa Catarina","2010","Indígena","Outras Religiões"
7,"Santa Catarina","2010","Indígena","Outras cristãs"
138,"Santa Catarina","2010","Indígena","Outras cristãs"
143,"Santa Catarina","2010","Indígena","Outras Religiões"
54,"Santa Catarina","2010","Indígena","Religiões Afro-brasileiras"
54,"Santa Catarina","2010","Indígena","Outras Religiões"
7,"Santa Catarina","2010","Indígena","Outras Religiões"
7,"Santa Catarina","2010","Indígena","Outras Religiões"
15,"Santa Catarina","2010","Indígena","Outras Religiões"
489,"Santa Catarina","2010","Indígena","Outras Religiões"
1292,"Santa Catarina","2010","Indígena","Sem religião"
1232,"Santa Catarina","2010","Indígena","Sem religião"
52,"Santa Catarina","2010","Indígena","Sem religião"
9,"Santa Catarina","2010","Indígena","Sem religião"
62,"Santa Catarina","2010","Indígena","Outras Religiões"
62,"Santa Catarina","2010","Indígena","Outras Religiões"
559,"Santa Catarina","2010","Sem declaração","Outras Religiões"
6260101,"Rio Grande do Sul","2010","Branca","Católica"
32365,"Rio Grande do Sul","2010","Branca","Católica"
6653,"Rio Grande do Sul","2010","Branca","Católica"
1591573,"Rio Grande do Sul","2010","Branca","Outras Religiões"
572410,"Rio Grande do Sul","2010","Branca","Evangélica de Missão"
434681,"Rio Grande do Sul","2010","Branca","Evangélica de Missão"
1915,"Rio Grande do Sul","2010","Branca","Evangélica de Missão"
8675,"Rio Grande do Sul","2010","Branca","Evangélica de Missão"
47940,"Rio Grande do Sul","2010","Branca","Evangélica de Missão"
14608,"Rio Grande do Sul","2010","Branca","Evangélica de Missão"
58893,"Rio Grande do Sul","2010","Branca","Evangélica de Missão"
5700,"Rio Grande do Sul","2010","Branca","Outras Religiões"
667396,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
302501,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
5605,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
6595,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
99091,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
44163,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
479,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
25470,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
996,"Rio Grande do Sul","2010","Branca","Evangélica de origem pentecostal"
163,"Rio Grande do Sul","2010","Branca","Outras Religiões"
176,"Rio Grande do Sul","2010","Branca","Outras Religiões"
2610,"Rio Grande do Sul","2010","Branca","Outras Religiões"
179549,"Rio Grande do Sul","2010","Branca","Outras Religiões"
351767,"Rio Grande do Sul","2010","Branca","Outras Religiões"
29745,"Rio Grande do Sul","2010","Branca","Outras Religiões"
20305,"Rio Grande do Sul","2010","Branca","Outras cristãs"
46138,"Rio Grande do Sul","2010","Branca","Outras cristãs"
4033,"Rio Grande do Sul","2010","Branca","Outras Religiões"
293431,"Rio Grande do Sul","2010","Branca","Outras Religiões"
91965,"Rio Grande do Sul","2010","Branca","Religiões Afro-brasileiras"
83416,"Rio Grande do Sul","2010","Branca","Outras Religiões"
4341,"Rio Grande do Sul","2010","Branca","Outras Religiões"
4208,"Rio Grande do Sul","2010","Branca","Religiões Afro-brasileiras"
7673,"Rio Grande do Sul","2010","Branca","Outras Religiões"
213,"Rio Grande do Sul","2010","Branca","Outras Religiões"
4733,"Rio Grande do Sul","2010","Branca","Outras Religiões"
4767,"Rio Grande do Sul","2010","Branca","Outras Religiões"
2304,"Rio Grande do Sul","2010","Branca","Outras Religiões"
2463,"Rio Grande do Sul","2010","Branca","Outras Religiões"
830,"Rio Grande do Sul","2010","Branca","Outras Religiões"
3026,"Rio Grande do Sul","2010","Branca","Outras Religiões"
3827,"Rio Grande do Sul","2010","Branca","Outras Religiões"
484,"Rio Grande do Sul","2010","Branca","Outras Religiões"
115,"Rio Grande do Sul","2010","Branca","Outras Religiões"
468063,"Rio Grande do Sul","2010","Branca","Sem religião"
421457,"Rio Grande do Sul","2010","Branca","Sem religião"
39643,"Rio Grande do Sul","2010","Branca","Sem religião"
6963,"Rio Grande do Sul","2010","Branca","Sem religião"
25466,"Rio Grande do Sul","2010","Branca","Outras Religiões"
24520,"Rio Grande do Sul","2010","Branca","Outras Religiões"
946,"Rio Grande do Sul","2010","Branca","Outras Religiões"
3588,"Rio Grande do Sul","2010","Branca","Outras Religiões"
262,"Rio Grande do Sul","2010","Branca","Outras Religiões"
345277,"Rio Grande do Sul","2010","Preta","Católica"
3099,"Rio Grande do Sul","2010","Preta","Católica"
325,"Rio Grande do Sul","2010","Preta","Católica"
103906,"Rio Grande do Sul","2010","Preta","Outras Religiões"
9454,"Rio Grande do Sul","2010","Preta","Evangélica de Missão"
3350,"Rio Grande do Sul","2010","Preta","Evangélica de Missão"
147,"Rio Grande do Sul","2010","Preta","Evangélica de Missão"
434,"Rio Grande do Sul","2010","Preta","Evangélica de Missão"
2337,"Rio Grande do Sul","2010","Preta","Evangélica de Missão"
88,"Rio Grande do Sul","2010","Preta","Evangélica de Missão"
2922,"Rio Grande do Sul","2010","Preta","Evangélica de Missão"
177,"Rio Grande do Sul","2010","Preta","Outras Religiões"
64439,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
25549,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
390,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
704,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
8401,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
7938,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
22,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
2802,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
7,"Rio Grande do Sul","2010","Preta","Evangélica de origem pentecostal"
23,"Rio Grande do Sul","2010","Preta","Outras Religiões"
3,"Rio Grande do Sul","2010","Preta","Outras Religiões"
106,"Rio Grande do Sul","2010","Preta","Outras Religiões"
18495,"Rio Grande do Sul","2010","Preta","Outras Religiões"
30013,"Rio Grande do Sul","2010","Preta","Outras Religiões"
3291,"Rio Grande do Sul","2010","Preta","Outras Religiões"
1570,"Rio Grande do Sul","2010","Preta","Outras cristãs"
3515,"Rio Grande do Sul","2010","Preta","Outras cristãs"
206,"Rio Grande do Sul","2010","Preta","Outras Religiões"
21387,"Rio Grande do Sul","2010","Preta","Outras Religiões"
36579,"Rio Grande do Sul","2010","Preta","Religiões Afro-brasileiras"
31075,"Rio Grande do Sul","2010","Preta","Outras Religiões"
2532,"Rio Grande do Sul","2010","Preta","Outras Religiões"
2973,"Rio Grande do Sul","2010","Preta","Religiões Afro-brasileiras"
54,"Rio Grande do Sul","2010","Preta","Outras Religiões"
377,"Rio Grande do Sul","2010","Preta","Outras Religiões"
177,"Rio Grande do Sul","2010","Preta","Outras Religiões"
71,"Rio Grande do Sul","2010","Preta","Outras Religiões"
105,"Rio Grande do Sul","2010","Preta","Outras Religiões"
124,"Rio Grande do Sul","2010","Preta","Outras Religiões"
150,"Rio Grande do Sul","2010","Preta","Outras Religiões"
2,"Rio Grande do Sul","2010","Preta","Outras Religiões"
64866,"Rio Grande do Sul","2010","Preta","Sem religião"
60044,"Rio Grande do Sul","2010","Preta","Sem religião"
4519,"Rio Grande do Sul","2010","Preta","Sem religião"
304,"Rio Grande do Sul","2010","Preta","Sem religião"
2447,"Rio Grande do Sul","2010","Preta","Outras Religiões"
2376,"Rio Grande do Sul","2010","Preta","Outras Religiões"
71,"Rio Grande do Sul","2010","Preta","Outras Religiões"
502,"Rio Grande do Sul","2010","Preta","Outras Religiões"
34,"Rio Grande do Sul","2010","Preta","Outras Religiões"
22601,"Rio Grande do Sul","2010","Amarela","Católica"
229,"Rio Grande do Sul","2010","Amarela","Católica"
41,"Rio Grande do Sul","2010","Amarela","Católica"
7367,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
1316,"Rio Grande do Sul","2010","Amarela","Evangélica de Missão"
915,"Rio Grande do Sul","2010","Amarela","Evangélica de Missão"
15,"Rio Grande do Sul","2010","Amarela","Evangélica de Missão"
153,"Rio Grande do Sul","2010","Amarela","Evangélica de Missão"
13,"Rio Grande do Sul","2010","Amarela","Evangélica de Missão"
185,"Rio Grande do Sul","2010","Amarela","Evangélica de Missão"
34,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
4344,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
2064,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
49,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
68,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
520,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
219,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
38,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
236,"Rio Grande do Sul","2010","Amarela","Evangélica de origem pentecostal"
1148,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
1707,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
163,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
34,"Rio Grande do Sul","2010","Amarela","Outras cristãs"
283,"Rio Grande do Sul","2010","Amarela","Outras cristãs"
39,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
641,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
352,"Rio Grande do Sul","2010","Amarela","Religiões Afro-brasileiras"
308,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
33,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
11,"Rio Grande do Sul","2010","Amarela","Religiões Afro-brasileiras"
1,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
8,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
540,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
162,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
20,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
142,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
119,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
33,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
2898,"Rio Grande do Sul","2010","Amarela","Sem religião"
2381,"Rio Grande do Sul","2010","Amarela","Sem religião"
447,"Rio Grande do Sul","2010","Amarela","Sem religião"
71,"Rio Grande do Sul","2010","Amarela","Sem religião"
72,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
72,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
8,"Rio Grande do Sul","2010","Amarela","Outras Religiões"
716283,"Rio Grande do Sul","2010","Parda","Católica"
4854,"Rio Grande do Sul","2010","Parda","Católica"
1074,"Rio Grande do Sul","2010","Parda","Católica"
244910,"Rio Grande do Sul","2010","Parda","Outras Religiões"
26657,"Rio Grande do Sul","2010","Parda","Evangélica de Missão"
10761,"Rio Grande do Sul","2010","Parda","Evangélica de Missão"
132,"Rio Grande do Sul","2010","Parda","Evangélica de Missão"
1008,"Rio Grande do Sul","2010","Parda","Evangélica de Missão"
5568,"Rio Grande do Sul","2010","Parda","Evangélica de Missão"
466,"Rio Grande do Sul","2010","Parda","Evangélica de Missão"
8415,"Rio Grande do Sul","2010","Parda","Evangélica de Missão"
308,"Rio Grande do Sul","2010","Parda","Outras Religiões"
156608,"Rio Grande do Sul","2010","Parda","Evangélica de origem pentecostal"
73083,"Rio Grande do Sul","2010","Parda","Evangélica de origem pentecostal"
1417,"Rio Grande do Sul","2010","Parda","Evangélica de origem pentecostal"
2202,"Rio Grande do Sul","2010","Parda","Evangélica de origem pentecostal"
24987,"Rio Grande do Sul","2010","Parda","Evangélica de origem pentecostal"
12153,"Rio Grande do Sul","2010","Parda","Evangélica de origem pentecostal"
119,"Rio Grande do Sul","2010","Parda","Evangélica de origem pentecostal"
